symbol	all	control	tgf	tnf	mix
ATXN7	6	6	1	7	9
ADAMTS9	7	5	5	4	7
PPM1K	6	7	1	7	2
GMPS	4	1	9	6	6
TIPARP	4	4	3	6	6
PTX3	5	4	2	9	5
RPL9	7	1	9	5	4
SMIM14	9	7	1	7	9
RPP14	9	7	4	7	9
DNASE1L3	5	5	5	5	4
APBB2	3	3	8	8	1
CRELD1	9	9	9	8	6
U2SURP	4	4	3	8	6
TTC14	7	1	9	6	7
CXCL3	2	3	9	2	8
CXCL5	8	4	4	1	7
CXCL1	2	1	2	2	8
RCHY1	4	4	3	4	4
TM4SF18	7	5	3	6	4
TOPBP1	4	4	9	6	7
SNRK	4	4	3	6	4
KIAA1143	4	4	6	6	7
KIF15	7	1	5	4	4
FYCO1	4	5	4	4	4
DTX3L	1	3	2	1	1
ZC3H12A	8	2	4	9	2
DNALI1	7	1	2	6	7
LIPH	7	1	3	6	7
RFC4	9	1	8	6	7
BAP1	9	7	4	6	9
TKT	7	1	3	5	4
PRKCD	8	3	6	9	2
GNL3	4	4	3	4	7
PBRM1	7	4	3	6	7
TASOR	9	7	6	6	7
SLBP	4	4	3	6	6
RNF168	9	7	6	7	9
AIMP1	7	1	9	4	7
SGMS2	7	8	3	4	4
H2AZ1	5	8	5	5	5
EMCN	7	5	3	5	5
SLC9B2	7	4	5	4	4
PGRMC2	9	1	8	6	6
CDC25A	7	1	5	4	4
PLXNB1	9	1	9	6	9
SHISA5	7	1	5	4	4
APEH	9	1	4	4	6
ABHD18	9	7	6	7	9
TEX264	9	9	4	8	7
DUSP7	4	1	3	4	6
POC1A	5	8	3	4	4
PPM1M	9	9	3	8	7
C4orf3	9	7	6	8	2
HMGB2	5	8	3	5	5
SAP30	4	5	3	4	6
SCRG1	6	7	1	7	9
MAD2L1	5	8	3	4	4
ANXA5	4	4	4	4	6
GASK1B	3	3	1	6	2
IL15	9	7	9	8	6
ARFIP1	7	1	9	6	7
HHIP	9	4	4	8	7
ABCE1	4	4	3	4	6
OTUD4	8	3	4	9	6
ITGA2	4	4	5	6	7
MOCS2	4	4	3	6	6
EDIL3	9	9	9	6	9
STARD4	4	4	8	6	6
F2RL2	7	4	3	6	4
ANKRD33B	5	1	2	9	4
C5orf63	6	6	6	7	4
F2RL1	8	3	4	1	8
WDR41	9	3	6	8	2
NDUFS4	4	4	6	6	6
ESM1	8	2	2	8	7
GRPEL2	3	3	8	7	1
CDC20B	6	6	6	7	9
ARSK	7	5	3	4	7
GPX8	3	3	8	6	2
SERINC5	9	7	6	7	9
ERAP1	8	3	4	1	2
ERAP2	8	3	2	1	2
CFAP97	4	1	4	8	7
UBLCP1	9	3	6	7	7
UTP15	4	4	3	4	7
TLR3	8	3	6	8	2
GFM2	4	4	9	6	6
ACSL6	9	7	6	7	9
CSF2	8	1	2	9	8
SEPTIN8	4	4	4	4	6
SHROOM1	9	7	4	7	9
UQCRQ	9	9	9	6	7
CGAS	9	3	6	8	2
CITED2	7	5	3	6	4
DCBLD1	3	3	8	6	2
ANKRD55	7	1	4	8	4
STK17A	4	4	3	6	6
GALNT10	3	3	8	6	2
RPS14	9	9	6	5	7
MYOZ3	6	6	1	7	9
PTTG1	5	8	5	5	5
CAMLG	7	1	4	4	7
STEAP1	5	5	2	4	4
CDCA7L	7	5	3	4	5
ZNF704	3	7	8	6	2
FABP5	3	8	8	6	1
SHH	9	7	9	7	9
COL1A2	3	1	7	6	1
LMTK2	7	1	9	4	6
CTSB	9	3	6	8	2
DLC1	3	2	8	6	2
RAD21	4	8	4	4	4
TNFRSF11B	3	3	6	6	1
KCNV1	9	7	9	7	7
ORC5	4	4	3	6	6
DNAAF5	7	4	3	4	7
OSGIN2	4	4	3	8	7
TMEM184A	3	7	8	6	1
NOS3	5	5	5	5	5
YWHAZ	4	4	3	4	6
FZD6	8	2	4	8	2
CTHRC1	1	2	1	1	1
INTS8	4	1	9	6	7
VIRMA	4	4	3	6	6
PDP1	8	1	4	1	6
NUDT2	9	3	9	6	6
TMEM65	3	7	8	6	9
PSIP1	7	7	9	6	4
UBAP1	4	4	5	4	6
ABCA1	7	1	9	6	4
NFIL3	7	4	3	4	4
LETM2	7	1	9	6	4
FXN	7	1	5	4	6
MAMDC2	1	3	7	1	3
ALDH1A1	7	9	8	6	4
KDM1B	8	2	9	8	2
HNRNPK	4	4	4	4	6
ZHX1	4	1	3	6	7
CYBB	9	7	6	8	9
DYNLT3	4	3	3	8	6
METTL27	9	7	9	8	7
CARD19	7	5	3	4	4
ZNF367	7	5	5	4	4
HDX	8	3	4	8	2
NDUFB6	4	4	3	4	4
NOL6	4	4	3	4	6
AQP3	7	5	5	4	7
STOML2	7	1	3	4	4
SLITRK5	6	6	1	7	9
MELK	5	8	5	4	4
MARCHF8	9	7	4	8	6
CFL2	4	1	4	6	4
GTF2A1	4	4	4	6	7
ZCCHC24	7	5	9	6	4
PGM2L1	3	7	8	7	2
INPPL1	9	7	1	6	9
CRYL1	5	5	2	4	5
REEP3	4	4	3	6	6
HEPACAM	6	6	1	7	9
SKA3	5	8	4	5	4
LRR1	4	5	3	4	7
RPL36AL	9	1	6	8	6
DEPP1	7	5	2	6	5
ARF6	4	4	3	6	6
ATP5F1C	4	4	3	4	6
PRPF18	4	4	3	4	6
ZNF503	3	5	8	6	2
NSD1	4	1	6	6	7
PRDX3	4	4	4	4	6
GHITM	4	4	3	4	6
TSC1	6	7	1	7	9
HPRT1	5	8	2	4	4
DIPK1B	7	9	9	6	4
ZMYND19	7	4	9	4	6
DDX21	4	4	4	4	6
ARHGEF40	3	2	1	7	1
ZNF219	7	1	2	4	7
CASP7	8	2	4	8	6
TRUB1	4	4	3	6	6
UBTD1	9	1	9	5	9
ISCA2	4	5	4	4	4
PACSIN3	3	9	8	6	2
CPSF2	9	7	8	7	7
IFI27	1	6	8	3	3
HACD1	9	1	8	6	2
TAF1D	7	4	9	4	7
HTRA1	3	1	8	5	2
GPR176	4	4	4	4	4
JAM3	4	4	9	6	6
RAB8B	4	1	2	8	4
IKBIP	4	4	8	6	2
FBN1	3	3	8	8	1
BRD7	4	1	9	6	6
LARP6	9	3	4	8	2
NOLC1	4	4	5	4	6
ALKBH3	7	1	9	4	7
COPS2	4	4	3	4	6
SGPL1	3	3	1	7	1
FRS2	9	3	4	8	2
CCT2	4	4	4	4	6
PCBD1	7	1	2	4	4
SCN3B	9	7	6	6	7
CYYR1	7	5	3	4	4
SMPD1	9	9	3	8	4
APBB1	9	9	4	8	7
TRIM44	4	1	4	8	6
ILK	9	3	6	8	2
TAF10	9	9	6	6	7
TPP1	9	9	3	8	6
DCHS1	9	9	9	6	7
CYB5A	8	3	6	1	2
USP54	9	7	1	7	2
CYB5R2	9	7	4	8	7
GARRE1	3	1	8	6	2
SERPINB8	8	4	2	9	4
RIC3	6	6	1	7	9
IDH3A	4	1	9	4	6
RPL27A	9	9	1	7	7
DENND2B	9	9	6	8	2
CENPN	4	8	3	4	7
AKIP1	9	3	4	6	6
TMX3	4	1	9	6	6
MAPK7	7	1	9	4	6
HDGFL3	3	3	8	6	2
MCM7	5	8	5	5	5
CCDC68	5	5	5	4	4
TMED3	4	1	9	4	6
SEC11C	4	4	2	8	6
RRAD	8	3	4	8	2
HSP90B1	4	4	3	4	6
BLCAP	7	5	3	4	6
MMP10	8	3	4	1	2
BEX3	7	5	3	4	4
B2M	8	4	4	1	2
ZNF592	4	1	9	4	6
GOLM2	9	7	1	7	9
NNMT	3	6	8	7	2
SLFN5	8	2	2	1	8
SAAL1	7	1	5	4	7
CIAO2A	4	4	4	7	6
FAM111A	9	7	6	7	9
PCLAF	5	8	3	5	5
KIF7	7	1	3	4	7
ANPEP	7	1	5	4	7
NAV2	8	3	2	9	7
C18orf54	4	8	3	6	7
TERF2IP	4	4	3	4	6
PLK1	5	8	5	5	5
NEMP1	4	4	3	6	7
STAT6	8	3	4	1	8
PATL1	8	2	4	9	6
ELFN2	7	1	9	8	4
MRPL16	4	4	3	4	6
GREM1	9	7	6	7	9
TSC22D4	7	1	5	4	4
CCNDBP1	6	7	1	7	9
EPB42	6	7	1	7	9
SMAD3	8	1	2	9	4
MAPRE2	7	2	2	8	5
EVA1C	7	5	2	4	4
PDIA3	4	4	3	4	6
NKX3-1	8	6	6	8	2
DUSP18	9	7	6	8	7
TRUB2	9	7	6	7	9
CERCAM	9	1	8	4	2
DOLPP1	7	1	3	4	7
GPRC5B	8	1	2	8	7
FBXO22	9	7	6	7	9
IGF2	3	7	8	6	2
CDK12	4	4	9	4	7
TBC1D16	3	3	8	6	2
RRM1	5	8	3	4	7
PRRT2	6	6	1	7	9
IRGQ	9	7	6	6	9
RAB8A	7	1	9	4	9
GPX4	6	9	6	8	9
MIDN	7	1	9	6	9
RSKR	6	6	1	7	9
ZNF641	9	7	4	8	9
CACNB3	9	3	6	6	9
TUBA1A	4	4	4	4	6
TUBA1C	4	4	4	4	6
PROSER3	9	7	6	7	9
AXL	7	9	5	4	4
CDC42EP5	6	6	6	8	9
ZNF146	4	4	4	4	7
SPINT2	7	1	4	6	7
DAPK3	9	3	1	6	2
EEF2	7	1	6	5	4
CHAF1A	5	8	3	5	7
SEMA6B	7	9	5	4	4
NXN	7	1	9	6	4
GLOD4	7	4	5	4	7
MFSD3	9	9	3	6	7
SLC43A2	9	7	6	7	9
SRR	7	4	5	4	7
HSD11B1L	7	9	3	4	4
C19orf48	7	1	3	5	7
KLK11	9	7	1	7	9
KRT80	7	5	8	5	4
ANGPTL4	7	9	8	5	4
IGFBP6	7	9	2	5	5
CDK2AP2	9	3	3	8	6
ZNF232	7	1	3	6	4
HID1	7	9	9	4	4
ATP5PD	4	4	3	4	6
TMEM88	7	5	5	5	4
SRP68	7	4	5	4	7
TK1	5	8	5	5	5
TMEM68	6	7	6	7	2
FAM234A	9	9	9	8	7
CASKIN1	4	1	4	6	6
ABCA3	7	1	2	8	7
KCTD5	4	4	3	4	6
SRRM2	7	9	5	4	7
VPS37C	8	3	4	8	7
VWCE	9	1	4	6	9
BEST1	8	9	2	1	9
FTH1	8	9	2	1	9
BSCL2	9	7	6	7	9
SLC3A2	7	1	5	4	7
TRANK1	8	1	6	1	6
RPSA	7	9	9	5	4
FADD	4	4	4	8	6
LTBP3	3	9	8	6	2
BATF2	8	3	6	1	2
SF1	7	1	3	4	7
SCARA3	5	9	5	4	5
PBK	5	8	5	5	4
COPS6	7	1	3	4	4
ANKS3	9	7	6	7	9
SETD5	9	7	1	8	9
HOOK3	6	7	6	7	9
DDIT4	7	5	3	5	4
RBPJ	9	7	1	7	9
GLYCTK	7	1	5	4	7
POLR2J3	9	7	6	7	9
NT5DC2	3	9	7	5	9
SMIM4	4	1	9	6	6
MGAT2	4	4	3	4	6
THAP11	4	5	4	4	6
FAM107A	7	7	2	8	7
MOBP	9	7	6	8	7
ARF4	4	2	8	6	2
SEPTIN2	4	4	3	4	6
FILIP1L	8	1	4	1	2
DTYMK	5	5	5	5	4
TAP1	8	3	6	1	2
ATG4B	9	9	4	6	7
MLKL	9	7	6	8	6
RFWD3	4	8	3	4	4
KCNG4	9	7	6	7	9
STIP1	7	1	3	4	7
REEP4	7	8	5	5	6
BMP1	9	7	8	6	2
ATXN2L	7	4	5	4	7
FEN1	5	8	3	5	4
CAVIN2	5	4	2	8	5
GBX2	4	1	8	4	6
SERINC2	3	1	8	6	2
ING2	4	1	9	4	6
SNRNP48	7	1	5	6	7
SLC20A2	4	4	8	6	6
ZSWIM1	9	7	9	7	9
ADAM9	4	4	3	8	6
GDNF	6	7	1	7	9
VWA3B	9	7	6	7	9
LRATD2	3	3	8	6	2
IL7R	8	2	1	8	2
TMEM208	9	1	6	6	6
AHCYL1	7	1	9	4	7
DNAJC21	4	4	9	4	7
GSTM4	8	9	6	1	6
TCTN2	6	6	1	7	9
TSPAN5	7	5	2	4	4
ADAL	9	9	9	6	9
LCMT2	6	6	1	7	9
SNTB2	7	1	2	8	4
GFM1	4	4	3	4	6
ATOH8	7	9	9	8	6
SFTPB	9	7	9	8	6
TNIP2	8	3	2	9	8
C2orf68	6	6	1	7	9
TMEM150A	7	1	9	6	6
RNF181	7	1	3	4	6
VAMP5	7	9	2	8	5
MAT2A	9	7	4	7	9
SLC35G2	4	4	4	4	6
INPP5D	9	1	6	6	2
TMEM129	7	1	3	6	7
LGALS9	1	6	2	3	1
PXDC1	3	1	8	6	2
ATP5ME	9	9	6	7	7
MAP2K1	4	4	4	4	6
HNRNPH1	4	4	3	4	7
AR	7	1	9	4	4
SLC25A6	7	1	9	5	4
CHST14	4	4	3	4	6
ATF5	8	2	2	9	7
XPO6	9	1	9	8	9
MN1	3	7	8	6	2
APEX2	4	1	3	4	7
NSMCE1	9	3	8	6	2
RAB3B	7	1	9	6	4
TBC1D10B	7	1	5	4	7
LMAN2	9	9	3	8	9
PRELID1	4	3	4	8	6
EFNA1	8	2	2	9	8
CXCL10	1	1	9	1	1
SH3TC2	9	7	3	7	7
CXCL11	8	3	6	1	1
ADRB2	7	5	3	6	4
MRPL1	7	4	9	4	4
SHE	7	5	5	6	4
PGM2	4	4	4	4	4
PTAFR	9	7	6	7	9
NPR1	7	5	5	5	4
CXCL8	2	2	2	2	8
SDC2	3	9	7	6	2
MMGT1	7	1	9	6	7
TM2D2	4	3	3	8	2
PLEKHA2	9	7	9	6	6
CLIC4	4	4	3	4	6
ZEB2	7	1	2	8	7
PCBP1	4	4	3	4	4
CLIC3	3	6	7	6	2
BNC1	7	1	3	8	7
NFU1	4	4	3	4	6
ANTXR1	3	9	7	6	6
CKAP2L	5	8	3	5	4
C15orf40	9	7	6	7	9
BOLA2	9	3	6	6	2
LUZP1	4	2	9	4	7
BUB1	5	8	5	5	5
AGPAT2	9	1	9	6	7
FASN	9	3	9	4	9
CNBP	4	4	3	4	6
MT1E	7	2	4	5	7
GPS1	9	9	9	4	9
LDB2	5	5	5	5	5
LIMS1	9	2	6	6	9
NLGN1	7	1	2	8	7
UGP2	3	4	8	5	2
HNRNPF	7	4	9	4	4
PCDH7	7	5	5	4	6
TRIM56	8	3	6	7	9
TM4SF1	7	8	2	4	4
BRD3	9	7	1	7	9
KLF13	9	3	4	7	9
ZFPM2	8	3	3	8	6
HSFY2	9	6	6	8	6
SF3B5	9	7	3	6	7
IFFO2	3	3	8	6	2
TMEM154	9	7	4	7	9
MYRIP	7	5	5	4	4
YWHAG	4	4	4	6	6
UBE2E3	4	4	9	6	4
CNTROB	7	1	9	4	7
TRAPPC1	9	9	6	7	9
LOC728554	4	4	3	5	6
HNRNPA3	4	4	3	4	7
SIK2	9	3	6	8	7
RNF150	9	3	6	7	2
CHRNB1	9	3	6	7	2
PWWP2A	4	3	6	6	6
PDCD6IP	4	4	3	4	6
ZNF282	9	9	3	4	9
CRTAP	7	1	5	5	4
GABARAP	9	9	9	6	7
LGALS9B	8	7	6	1	2
CDK1	5	8	5	5	5
UBB	9	3	9	8	6
TMED10	4	4	3	6	6
SMAD1	9	7	6	6	7
CST5	1	7	4	3	3
CST2	1	7	6	3	3
EMX2	6	7	9	7	9
CST1	1	7	6	3	3
TCAF2	7	5	5	4	4
SLC30A1	4	4	3	6	6
DCLK2	3	7	7	6	1
ADORA2B	4	1	4	4	6
HARS1	9	7	6	6	9
PA2G4	7	4	5	4	7
ELOVL6	9	7	9	7	9
PFKFB3	4	2	3	4	2
ARL6IP1	5	8	5	5	4
SERPINB9	7	1	3	4	4
SMAGP	7	8	2	4	9
CDH2	9	2	9	4	9
SIX2	9	7	4	6	2
STAT2	8	7	6	1	2
HSPA4	9	7	6	7	7
RNF34	4	4	4	4	6
RASA4B	9	9	9	8	9
KIF5B	4	4	6	6	6
CDCA4	5	4	5	4	4
PPM1D	4	1	3	6	6
KBTBD2	4	4	3	4	6
TRIAP1	9	1	4	6	9
KIAA0232	7	1	9	4	7
MTSS1	8	2	2	9	8
TMEM43	4	2	2	4	7
RPS9	7	1	3	4	7
CYTL1	3	3	7	6	1
GSTA4	7	5	3	4	4
NDUFA3	9	9	9	4	9
PAQR8	6	6	1	7	9
TANC2	3	3	8	6	2
CAVIN3	7	9	9	6	6
HAS2	6	6	1	7	9
S1PR1	5	4	3	9	5
PKIA	7	2	2	4	4
FEZ2	7	5	3	4	4
SOX7	7	4	2	9	7
INSR	6	6	1	7	9
MFN1	9	3	4	6	2
GIMAP8	7	7	2	8	5
ATP6V0E2	7	1	2	6	4
PRKCE	3	1	8	6	2
TADA3	9	9	6	6	9
C1GALT1C1	4	4	4	4	6
BBLN	9	9	9	4	7
TRIM8	4	1	3	8	9
SCAND1	9	9	9	7	9
JUNB	8	2	9	9	2
TMEM37	7	5	5	5	5
SHCBP1	5	8	5	5	4
CANT1	9	9	9	8	7
CHST11	3	3	8	5	2
PGAM1	4	4	4	8	6
KRT19	5	5	2	5	5
APLN	7	5	3	5	5
ZNF581	9	9	9	6	7
KSR2	6	6	6	7	9
MCC	4	3	3	8	6
DSEL	6	7	6	7	9
POLR1C	6	6	6	7	9
DLK2	9	7	6	7	9
ZNF562	9	9	6	7	9
ZNF561	9	3	6	6	9
WIPF2	9	7	6	7	9
HOPX	5	5	2	5	5
LRRC8C	7	5	3	4	4
LRRC8D	7	1	3	6	7
LPAR3	9	9	4	7	9
PTGER4	4	1	4	4	4
TBCA	4	4	3	4	6
NEUROD2	9	7	6	7	9
BCL2L1	9	9	4	6	7
CLSTN1	9	1	8	6	9
CXXC5	3	7	8	6	2
PIK3CD	9	3	4	7	2
ENC1	3	4	8	6	1
SPSB1	3	3	7	5	1
BPTF	4	4	6	6	7
ATF7IP	9	9	6	6	7
TCEA2	7	9	9	4	4
CAMTA1	4	4	3	4	4
RASGRP4	9	7	6	6	9
CTPS1	3	2	8	4	2
COL8A2	3	3	6	8	2
PCDHB1	9	9	1	7	9
EXOSC10	4	4	3	4	6
ZNF570	9	7	6	7	9
MLLT3	6	6	1	7	9
RRM2	5	8	5	5	5
RNASEH1	9	7	6	8	9
PRNP	4	4	3	4	6
FRMD5	4	4	3	6	7
LGALS9C	1	6	2	3	1
SRGAP2C	4	4	9	6	9
ATPAF2	4	1	3	4	7
SYNPO	9	3	4	8	2
ZNF556	9	7	6	7	2
USP19	4	1	4	4	4
QARS1	9	9	8	4	7
ORMDL3	4	4	3	6	2
SMN1	4	5	3	4	7
MOB3A	9	9	6	7	9
CYCS	4	4	3	4	6
FRMD3	7	5	5	6	4
MRPL13	4	4	3	4	6
ISG20	8	7	4	1	1
PAIP1	4	4	4	6	6
NEGR1	6	6	1	7	9
BSG	9	9	9	8	7
COPRS	4	1	3	8	7
TP53RK	4	4	3	4	6
BPGM	8	2	4	8	8
POP7	9	1	3	6	6
ALG14	9	7	6	7	9
SUCLG2	7	1	9	4	4
GNB2	7	5	5	4	7
GNG12	7	5	9	6	7
PRSS27	9	7	6	8	9
SYNPO2	3	7	6	8	1
CLP1	4	4	4	6	7
IL17D	7	5	3	4	4
ZNF24	9	3	1	8	6
AFF1	7	5	3	6	4
PPP1CA	7	1	3	4	7
HCFC1	7	1	5	4	7
PDE3A	7	5	9	6	4
KLHL6	9	7	6	6	7
RND1	8	3	9	9	8
EFEMP2	3	3	8	8	2
WASHC2C	4	4	4	8	6
ZMAT3	7	1	6	6	9
SLFN11	8	2	2	9	6
FAM71D	4	1	3	4	7
CORO1B	9	9	9	8	7
MUS81	4	1	4	4	6
TMEM217	8	3	4	1	2
TMCC1	9	7	8	6	9
RAB43	4	4	3	4	7
CBWD1	9	5	8	7	8
CES2	7	1	2	6	9
EGFL7	7	9	5	6	5
NADSYN1	7	1	5	4	7
DHCR7	4	2	9	4	7
MYEOV	4	1	9	4	2
MYD88	8	3	4	1	2
OXSR1	4	4	3	4	7
ADH6	9	7	8	7	7
MIR4435-2HG	3	6	8	7	2
SH3RF3	9	3	9	8	7
GXYLT2	9	7	9	6	2
FAM222B	7	9	9	6	7
COQ2	7	1	5	4	4
TRMT112	7	4	3	4	4
KDM2A	8	3	2	9	9
NOC3L	4	4	5	4	7
ESRRA	7	1	3	4	6
RHOD	9	9	8	6	9
PARP14	1	3	2	3	1
CKS1B	5	8	5	5	5
ABLIM3	7	1	2	4	6
GLRX	7	5	3	4	4
GPR137	8	3	2	8	9
SNCG	9	9	8	6	6
MMRN2	5	5	3	5	5
MZT2A	9	9	8	6	9
PPP1R3B	9	3	9	7	9
TRIB1	8	3	4	9	7
DAG1	4	1	4	4	4
ARV1	4	4	4	6	6
NAA20	4	4	4	4	6
MICOS10	9	1	4	7	6
SMARCC1	9	1	9	6	9
ZNF417	9	7	6	7	9
FKBP2	9	3	9	8	6
TNFRSF10D	5	4	8	5	5
NABP1	9	7	1	8	7
NUDT4	6	6	1	7	7
EIF1AX	4	4	3	4	7
PSMD1	4	4	3	4	6
ADGRG2	9	7	6	7	7
SUSD5	9	3	6	8	9
HEG1	4	5	8	6	6
TOMM20	4	4	3	4	6
AGFG1	4	4	3	4	7
STAT5B	7	1	3	4	6
CNP	8	1	3	8	2
JUP	3	3	8	6	2
RNF213	1	7	6	1	1
KCNH6	9	7	6	7	7
NET1	4	4	3	8	4
DPY19L1	4	5	3	4	4
ZNF791	9	7	6	7	9
GOLIM4	4	4	9	6	9
HOXB2	4	4	3	6	6
C1QTNF1	8	3	6	9	8
RBM4	7	1	5	4	7
XXYLT1	7	1	3	4	4
KLHL15	4	4	4	4	7
GNG5	8	2	4	8	2
SLC25A30	7	7	9	6	7
CD34	9	9	1	8	4
TLR1	4	4	4	8	2
TLR6	9	7	9	6	9
RGMB	7	1	5	6	4
SELP	7	1	5	5	4
MGA	9	7	6	7	9
DDX23	4	4	3	4	6
ZHX3	7	1	9	6	7
EXO1	7	4	5	5	4
ATP2A2	4	4	9	6	6
ZWILCH	5	8	3	5	4
RPL4	7	4	9	5	4
C12orf76	7	1	9	6	7
IGDCC3	6	6	6	7	9
MRPL11	7	1	9	4	7
AKIRIN1	4	3	4	4	2
ANGEL2	9	7	4	7	2
IQCK	8	3	2	8	7
SLCO2A1	5	5	3	5	5
ZNF266	9	7	9	6	6
B4GAT1	4	1	4	4	4
TMEM167A	4	4	9	6	6
SH3PXD2B	7	1	3	6	7
NR1D2	9	1	6	6	7
BRMS1	7	1	3	4	7
RPL15	7	1	3	5	4
SRP72	7	4	5	4	7
RIN1	7	1	5	4	4
FZD4	7	1	5	8	7
YIF1A	9	3	6	7	9
NDUFA11	9	9	9	4	7
RAB1B	7	1	5	4	4
MICOS13	9	9	9	6	7
SEZ6L2	9	3	6	7	2
CTBP2	9	1	6	6	9
CHST2	4	8	8	4	6
ZDHHC14	9	1	2	8	7
SNHG29	7	9	9	5	4
UBE2C	5	8	5	5	5
GK5	9	7	6	7	9
ZNF654	4	4	3	6	7
MRPS22	4	4	3	4	6
MARCKSL1	7	5	2	4	4
YPEL2	8	2	2	9	7
PSMD2	4	4	3	5	7
FAM131A	7	5	8	4	8
CSRP2	9	7	4	7	7
PARL	4	4	4	4	7
DDIT3	9	3	6	8	6
HIGD2B	9	7	1	7	7
CTDSP2	4	1	4	4	4
CKAP5	4	8	3	4	6
ARHGAP1	9	9	3	7	7
MED16	9	7	9	8	7
CHST1	3	1	8	5	9
TP53I11	7	9	9	4	7
CCNE2	4	4	4	4	6
LSM1	4	1	3	6	6
BANF1	7	1	5	5	4
EIF1AD	9	1	9	8	7
EIF3F	7	1	4	5	4
ARL10	9	9	6	7	7
CLTB	9	3	9	7	2
LPL	3	7	7	6	6
CCDC14	4	8	9	6	6
MCTP1	8	2	2	8	7
POLD4	9	9	8	6	9
DPP10	4	1	6	6	6
CLCF1	4	4	3	6	6
DRAP1	7	1	2	9	4
UCP2	7	9	7	5	6
C11orf68	7	1	2	9	4
FOSL1	5	8	5	9	5
CCDC85B	9	9	9	8	7
TMEM70	4	4	3	4	6
LINC00476	9	7	6	6	9
MLXIP	9	3	9	6	9
NR2F1	4	2	2	9	4
LINC02915	3	4	8	6	2
AURKAIP1	9	7	3	4	7
TOMM5	4	4	4	4	6
HOXD8	4	5	4	6	6
RPL7AP66	7	1	9	4	4
ZDHHC21	4	1	6	6	6
UBE2O	9	1	4	8	8
UNC119B	7	4	3	4	7
PLEKHD1	9	7	6	6	2
TUBB6	4	4	3	4	6
LYSMD3	9	3	1	7	9
NUPR1	9	6	8	7	9
SSNA1	7	1	3	4	6
YES1	7	5	3	4	4
SPHK1	8	2	5	4	8
BNIP3	7	5	2	8	4
ATAD5	9	9	9	6	7
ZNF404	9	9	1	8	9
ANAPC2	9	7	4	7	9
ZSCAN2	9	7	6	6	9
CDC26	4	4	3	4	7
RNPEP	7	1	3	4	7
EID2	4	4	3	6	6
CLEC14A	5	5	2	4	5
CLK2	7	1	3	7	6
LPCAT4	5	5	5	4	4
PLAAT3	4	1	2	8	6
PRR15	3	9	8	5	7
B3GNT5	8	2	9	9	7
LMNB2	7	4	5	4	7
RNF152	6	6	1	7	9
MYO1D	3	3	8	6	2
FOXL1	4	3	4	4	2
FOXC2	4	2	9	4	7
BDNF	3	3	7	8	2
BOK	6	6	1	7	9
BASP1	8	3	4	8	7
FKBP9P1	9	7	9	7	9
METRNL	3	1	8	6	2
FAM91A1	4	4	9	8	2
WSB2	3	3	8	6	2
SOX11	6	6	1	7	9
TYMS	5	8	5	5	5
PNMA1	4	4	3	4	7
TCIM	8	2	1	8	2
ANKLE2	8	3	9	8	2
GCNT4	6	6	1	7	2
MUC20	4	3	1	9	9
FAM89B	9	3	8	4	7
SEC24C	7	4	3	4	7
TMEM80	7	5	5	4	4
RHOG	8	3	2	9	7
FAM210A	9	9	6	7	9
ULK1	9	9	6	6	7
RPS6KA3	7	1	4	6	4
GATD1	9	7	6	7	9
ZBTB38	4	1	8	6	7
RPL13AP3	7	1	9	5	7
FLJ40194	9	7	9	7	7
HIC1	9	3	3	6	2
SAMD9L	1	3	2	3	1
PAWR	3	3	8	6	2
TGIF1	4	3	3	4	7
NAP1L5	4	4	3	6	6
GPR4	7	4	5	5	7
CAVIN1	7	9	5	5	4
ATOX1	9	7	9	7	9
SAMD12	9	7	4	7	9
RPLP2	6	9	6	7	9
JUN	4	1	4	9	4
PGBD5	6	6	6	7	9
C12orf54	9	7	4	6	7
GBA	4	1	4	8	2
CRACR2B	7	9	5	6	4
NAALADL2	6	6	1	7	9
POLR2L	9	9	9	6	7
FAM20C	9	1	8	6	9
NECTIN3	9	9	6	6	4
TMEM94	7	1	3	6	7
FLII	7	1	3	4	7
HNRNPA0	7	4	3	5	4
PCDHB9	9	7	9	6	9
SVBP	7	1	9	6	7
UBE2N	9	7	1	7	9
ARL6IP6	4	1	3	6	6
RPS27	9	9	8	6	6
RIC8A	4	1	3	4	2
ADAMTSL1	4	4	4	8	6
IMPDH2	5	5	5	5	5
MLF1	9	9	6	7	2
NDUFAF3	9	7	6	6	6
C2orf69	4	4	4	6	7
STAP2	9	7	6	7	9
DDX10	5	8	2	8	4
NDUFV2	4	4	3	8	4
ZNF366	9	7	4	8	7
LCORL	4	8	3	4	7
PARD6G	9	7	6	7	7
ZC3H12D	9	7	6	7	9
POGLUT3	4	1	4	6	7
PLEC	7	3	9	5	7
SLITRK1	9	7	6	7	9
SHISA3	4	5	4	8	4
DNAJC22	9	7	6	8	7
NT5DC1	4	4	4	8	6
RPS3AP5	7	1	9	5	4
RPL10P16	7	9	3	4	7
P4HTM	9	9	6	8	6
CTXN1	9	9	6	7	9
SLC25A20	4	1	4	6	6
MAF	3	3	7	6	1
CTNNBIP1	7	1	9	6	4
GTPBP6	7	1	9	4	7
GPR35	6	6	6	7	9
ZNF713	9	7	6	7	9
PARP10	8	7	4	1	2
SUZ12	4	4	3	6	6
KCTD12	7	5	6	6	5
DHFR2	4	1	3	6	7
RPP25	7	5	5	4	4
GRINA	8	3	2	8	2
THBD	7	5	8	5	5
